社会百味，风趣雷语	历史在篡改中失真，成绩在炒作中逼真。	19-09-23 10:30 来自内涵段子
爆笑小段子，伴你开心过五一。	那天碰见个外国人，问我：“真有功夫吗？中国人都是练花架子吗？”我说：“那当然，内力、暗器什么的不提，功夫里面最深的一门叫点穴，中国人连小学生	19-09-23 10:30 来自内涵段子
谈恋爱谈出来的冷笑话	那天女友又抱怨说：“你看某某又给他女友买了一条钻石项链。我们恋爱这么多年，你给我买过什么啊？”我：“放心，我为了你一定会努力的，很快我要为你	19-09-23 10:30 来自内涵段子
搞笑雷语、短笑话	“特别能吃苦”这5个字，我想了想，我只做到了前四个。	19-09-23 10:30 来自内涵段子
爆笑生活雷事多。	晚上跟朋友们吃饭喝酒。过来一位（不认识的）：伙计，借个火。掏出打火机给他。那人接过打火机打着火又来句：有烟吗？	19-09-23 10:29 来自内涵段子
In语小笑话,风趣也给力	你是只宠物，理解不了鸟对自由的向往。	19-09-23 10:29 来自内涵段子
怎么现在的女人都这么能花钱！	今天风和日丽，女友要我陪她去逛街。女友挑出一件漂亮的t恤，看她喜形于色，我觉得形势不妙：“丫头，我肚子疼，去下厕所，你买好了到门口找我。”“好	19-09-23 10:29 来自内涵段子
雷语、段子和成熟的标志	吾日三省吾身：1.早上吃什么。2.中午吃什么。3.晚上吃什么。	19-09-23 10:29 来自内涵段子
雷人囧事小幽默	俺肠胃不好，老中医说是阴寒。给了个偏方说坚持喝羊奶。附近在郊区就有送鲜羊奶的。一月后，肚子果然不难受了，觉着不错，就一直喝。  但最近又开始便秘，一个圆疙瘩一	19-09-23 10:29 来自内涵段子
谈恋爱谈出来的冷幽默	深夜里，一对男女紧偎着，漫步在街头，女的呼了一口气，拖长了声音说：“啊，亲爱的，如果我们结了婚，那不是太美了吗？我们之间的是爱情。我们只要有口饭吃，有	19-09-23 10:28 来自内涵段子
雷的人外焦里嫩的	“我们家小孩喜欢吮手指，怎么都改不过来，没办法，一狠心我买了点辣椒油给抹到指头上。”“后来改过来没有？”“嗨！别提了，这孩子现在非	19-09-23 10:28 来自内涵段子
生活就像个冷笑话	长途出差，刚下车，出车站，站在路边等出租，一个大婶就奔过来，问：“小伙子，休息一下吧，住旅馆呀。” 我说：“不用。”  大婶马上换成暧昧的	19-09-23 10:28 来自内涵段子
我打算这样面对	向老婆发誓：一生只爱她一个人，否则就活不到明天。	19-09-23 10:28 来自内涵段子
男女调侃对话,男朋友女朋友男女朋友.	女：在不？男：我无处不在！女：晕哦&hellip;&hellip;  男：来，往我怀里晕，com on baby !   女：呵呵&hellip;你叫什麽？男：我没叫啊，你又没非礼我？女：我是问你姓	19-09-23 10:28 来自内涵段子
爆笑男女生活中的幽默小笑话	1.追美眉。我:“做我女朋友好吗?”她:“我觉得我们做朋友更好。”过了30秒，我又问:“做我女朋友行吗?”她:“真不合适!”哥	19-09-23 10:27 来自内涵段子
搞笑雷言囧语。	经历了太多的擦肩而过,我的肩好疼埃	19-09-23 10:27 来自内涵段子
一不小心就办雷人事儿。	脖子上长了几个疙瘩 , 每天拿药膏抹抹. 一次晚上翻抽屉找药膏,媳妇问我干嘛呢,我头都不抬回答: 找抹脖子药呢!	19-09-23 10:26 来自内涵段子
恋爱男女冷笑话	一大学女生和男友分手,说:“我又找了个体育系的男朋友,咱交往一年,你得给我2000元青春损失费。”男生惧怕其“体育系新男友”,又想找个方式出口气	19-09-23 10:26 来自内涵段子
太恶心了,正在吃饭的不要看.	大便比赛结束后，记者去采访三位得奖者，首先是季军季军的大便是象腊肠一样一节一节的。记者：请问您是怎么做到的呢？季军很高兴的说：这是经过我多年的研究发现的，首	19-09-23 10:26 来自内涵段子
In语短信俏皮话。	遍寻不着，犹叹当年小蛮腰。空余恨，一身五花膘。	19-09-19 14:35 来自内涵段子
结婚和恋爱冷幽默	和女朋友打算去租房，由于房租太贵，想再找一对情侣合租。女友假装不放心，说：“这要是哪天我出去了，那男的也出去了。。。。。。”我幽幽的说：“是	19-09-19 14:35 来自内涵段子
风趣语录,俏皮又搞笑	总有这样的一种人，我们称之为“井”——就是横竖都二的意思。	19-09-19 14:35 来自内涵段子
生活中的爆笑小段子	男：嫁给我吧，亲爱的。    女：嫁给你，就是一朵鲜花插在牛粪上。男：鲜花插在牛粪上面才有营养，长得才好呀！    女：我是水仙花呀。	19-09-19 14:34 来自内涵段子
爆雷的相亲经历,快被吓哭了。	第一次相亲女：“你在哪混呀！ ”我：“不是混，是工作！ ”女：“怎么着，第一次见面就敢和我顶啊，我还有事，先走了！ ”	19-09-19 14:34 来自内涵段子
很冷很雷的小幽默。	某男和女友摊牌， 女：给我个分手的理由。 男：我们不合适。 女：哪儿不合适？ 男：性别不合适	19-09-19 14:33 来自内涵段子
雷语签名俏皮话	某工科类大学，有个同学的qq签名是：远看一座庙，近看咱母校，三百多尼姑，一万多老道。	19-09-19 14:32 来自内涵段子
搞笑幽默签名档。	光滑的冰面上容易摔倒，是因为上面没有坎坷。	19-09-19 14:31 来自内涵段子
生活、恋爱风趣短信微段子。	我在宿舍养了一对小仓鼠，一直喂它吃瓜子。仓鼠喜欢把瓜子都嗑好藏起来。某天给它换笼子里的木粉，把所有的存活都给他扔了。仓鼠进去后不停地翻来翻去，啥都没找不到。	19-09-19 14:31 来自内涵段子
个性签名档,搞笑俏皮话	爱情不是游戏，千万别内测，否则会发现太多的bug。	19-09-19 14:30 来自内涵段子
年轻人的犀利雷人语录	捷足者先登，不如后来者居上！	19-09-19 14:30 来自内涵段子
搞笑In语签名档	长得那么美那么帅气，自己却不知道，这就是气质；那么有钱那么有才华，别人却不知道，这就是修养。	19-09-19 14:29 来自内涵段子
网购时侯的幽默对话。	买家：掌柜在吗？卖家：在的，亲。买家：可以推荐下适合我用的护肤品吗？卖家：好的，请问mm什么类型皮肤呀？买家mm：我是混合偏干的泼妇(皮肤)(拼音输入法，哈哈)卖家	19-09-19 14:29 来自内涵段子
风趣段子里的雷人爆笑事儿。	ol.ice来到案发现场，一个说：他的死法有些蹊跷。另一个问：怎么蹊跷？那个pol.ice答到：不知道，狄仁杰老这么说。	19-09-19 14:28 来自内涵段子
搞笑雷人的年轻人。	刘总开了个公司，打出招聘广告后，收到了很多简历。刘总看了又看，最后选中一个女生，于是打电话让对方来参加面试。他本以为对方会很兴奋，没想到对方冷冷地问道：&ld	19-09-19 14:28 来自内涵段子
风趣个性俏皮话。	钱不是没有，只不过你有的是正数，我有的是负数。	19-09-19 14:26 来自内涵段子
年轻人爱搞冷幽默	一日，众女生讨论旅途安全问题。不知不觉间，将问话题焦点转移到“女孩出门，为了安全，应该带刀还是带套？”这一敏感问题上。正当大家讨论得春光满面的时候	19-09-19 14:26 来自内涵段子
好笑好玩的小段子。	麦当劳对肯德基说：“你以后不要再做鸡了”，肯德基对麦当劳说：“你以后也不要老化这么浓的妆在门口接客了”	19-09-19 14:25 来自内涵段子
这些情侣可真够浪漫的。	他有空就用纸叠心形折纸，见到她就给她。这个习惯有多久了？他自己都不是记得很清楚。突然，有天，她电话里说：“今天有个收废纸的来，我问了价钱，然后把你送我	19-09-19 14:25 来自内涵段子
风情男女短信小笑话	我在一设计公司上班。某日，一女同事大声呼叫道：呀，断网了。经理，出来帮看看嘛。经理慢悠悠地出来，看了看女同事的机子，悠哉的说道：没事，只是网线借口坏了，帮你	19-09-19 14:25 来自内涵段子
食色男女的雷人搞笑事。	某日，一男女偷情，不料女的老公回来了，偷情男着急逃走，没穿衣服裤子，直接跳下楼去。。。。。。。当他晕乎乎地从人群中站起来时，发现许多人都在看他，他灵机一动，	19-09-19 14:24 来自内涵段子
爆笑超囧年轻人。	一天爸爸到儿子大学所在的城市出差，想给他个惊喜。大清早去他们宿舍，礼貌的敲敲门，问，“这是&times;&times;&times;的宿舍吗？”  里面沉默了几秒钟，就	19-09-19 14:24 来自内涵段子
给力爆笑的段子和造句。	昨日入城市；归来泪满巾；遍地打工仔；皆是读书人！	19-09-19 14:24 来自内涵段子
旅游，购物和再婚的选择。	同事跟团去俄罗斯旅游，这是他头一次出国旅游，第一天，他在莫斯科的一个露天咖啡馆喝咖啡，这时，一个漂亮的女招待走了过来。“你会说英语吗？”同事用英语	19-09-19 14:24 来自内涵段子
我要告诉你一个秘密	我要告诉你一个秘密，请看5	19-09-19 14:23 来自内涵段子
男女搞笑短信小幽默	情侣搞笑对话：女：旁边女的长的怎么样？男：她没你难看。男的发现说错话，忙说：你比她难看点。女：你知道你属于哪种类型吗？男：不知道。女：欠抽型	19-09-19 14:23 来自内涵段子
很雷很搞笑，给力小幽默	情人节“淘宝数据”显示：卖花的始终干不过卖套的。不得不感叹一下，情人节，送花始终是个手段，上床才是最终目的！	19-09-19 14:23 来自内涵段子
风情男女小笑话。	宿舍的同学对我说：“我要能娶到xxx，一定做一个超级模范丈夫。”    我问：“何为超级模范丈夫？”     答曰：“我如果挣两块钱就交给他一	19-09-19 14:22 来自内涵段子
惊人爆笑雷语小段子。	泡妞就像玩网游，在同等级下，同样的技术，胜出的往往是装备好的！	19-09-19 14:22 来自内涵段子
公交、地铁和飞机上的小笑话。	在一部拥挤的公共汽车上，一对青年男女拉著吊环站着。女孩对男孩说：“唉！你帮人家抠一下屁股好不好？”刹那间，公车内的空气仿佛凝结一般，那男子面有难色	19-09-16 14:29 来自内涵段子
搞笑的一些冷幽默。	抓了一只青蛙，放在水里跟着青蛙学习&lsquo;蛙泳&rsquo;没几天学会了！又捉了一条狗扔进水里，跟着学习&lsquo;狗刨&rsquo;没几天也学会了！又买了一只羊放进水里学习&	19-09-16 14:29 来自内涵段子
7个情侣间最有情调的搞笑笑话	一天，男友骑摩托车到地铁口来接我，我故意问：“师傅，到花园小区多少钱？”男友说：“不要钱，只要亲我一下就好了。”于是我亲了他一下，上了他	19-09-16 14:29 来自内涵段子
个性签名风趣俏皮话	男人在外头养女人叫“金屋藏娇”。女人在外头养男人叫“卧虎藏龙”。	19-09-16 14:29 来自内涵段子
幽默短信俏皮话。	手术缝合时医生跟我说：给你打个漂亮的蝴蝶结！	19-09-16 14:28 来自内涵段子
悟空和唐僧到非诚勿扰当男嘉宾	只有一根破棍没房没车。	19-09-16 14:28 来自内涵段子
年轻人的爆笑雷人事儿。	今天凌晨三点多起来去qq农场偷菜，刚好前女友的石榴熟了，便毫不留情的偷了，没想到早上起来上了班打开qq空间后，看见了前女友给我的留言：如果你以前晚上像现在这么生	19-09-16 14:28 来自内涵段子
开心冷幽默:男人都想去的地方等。	一个秃头的男子坐在理发店里。发型师问：”有什么可以帮你吗？“男子解释说：“我本来想去做头发移植，但实在太痛了。如果你能够让我的头发看起来像你	19-09-16 14:28 来自内涵段子
谈女朋友的爆笑趣事。	我女朋友很胖，一天，她对我说，天气不错，去动物园玩吧，好久不去了，感觉那里最好玩。我说：是呀，狮子、老虎的看到你一定很高兴，因为看到肉了。	19-09-16 14:27 来自内涵段子
爆笑:老头的自行车丢了。	一天晚上，一老头骑自行车路过一山坡，突然想上厕所，就把车放到山坡上上厕所去了，结果回来发现自行车不见了。心想“这可咋整，离家还挺老远呢！  ”结果不	19-09-16 14:27 来自内涵段子
小年轻的搞笑糗事。	今天，我到女朋友家去吃饭，女朋友们母亲，夹了一块排骨，试图放进我的饭碗，我谦让了一下，排骨滑落到地上，她们家的狗见了，疯狂冲过来，结果只闻了闻，走开了.....	19-09-16 14:27 来自内涵段子
厨师、财主等各色人等的幽默.	一厨师在征婚启事上这样写到：本人善于调情！感情淡了我加点盐，感情苦了我加点糖，感情麻木了我加辣椒，要求女方色，香，味俱全！	19-09-16 14:27 来自内涵段子
幽默风趣的生活短笑话。	亚运会都这么多天了，美国队竟然一块金牌都没拿到！	19-09-16 14:27 来自内涵段子
雷人好笑的小段子。	黄药师选婿，让郭靖和欧阳克各写一篇作文。郭靖绞尽脑汁写足五百字，心头惴惴，不料欧阳克只写了一百四十字，郭靖轻松获胜。欧阳锋大怒，一耳光甩在欧阳克脸上：&ldqu	19-09-16 14:26 来自内涵段子
年轻恋爱时侯的爆笑。	一同学，前几天光棍节，他给一心仪的女生发信息祝她光棍节快乐（想趁机表白下），结果那女生回：“我不用过了，哈哈”	19-09-16 14:26 来自内涵段子
幽默风趣短笑话。	优秀的女秘书：“老板，早晨好！ ”，最优秀的女秘书：”老板，早晨了！ ”	19-09-16 14:26 来自内涵段子
另类搞笑雷人语录	我说这位大哥，我又不是草船，你的贱用不着总往我这儿乱发！	19-09-16 14:25 来自内涵段子
男男女女婚恋里面的小笑话。	买了张新床，比原来的破床宽了很多，晚上，老婆睡在床上感慨：“床真宽啦，可以睡三个人。”老公立即接口：“只要你愿意，我是愿意还有个人睡在这里。	19-09-16 14:25 来自内涵段子
幽默雷人的问答	问：我每次都吃了毓婷的，为什么我的女朋友还是怀-孕了呢？答：因为别的男人没有吃！	19-09-16 14:25 来自内涵段子
男女之间的雷人爆笑	闺蜜收到了999朵玫瑰，好生羡慕，就跟男友讲，男友安慰我说：“放心吧，我也买得起，不就是点花儿么。”晚上男友买了十桶爆米花，并跟我说：“爆米花也	19-09-16 14:25 来自内涵段子
恋爱和结婚的幽默笑话。	妹妹交了个男朋友。昨天，我妈问妹妹：“他为什么喜欢你呢？”妹妹说：“他觉得我漂亮、温柔。”妈妈又问：“那你为什么喜欢他呢？”妹	19-09-16 14:24 来自内涵段子
收集的一些幽默语录	爱情是一杯酒，我小心翼翼捧给心爱的人，他不小心碰撒了，于是我兑上了水。	19-09-16 14:24 来自内涵段子
搞笑的婚恋小笑话	在超市里，一个男人走近一个漂亮的女人对她说道：“我的老婆丢了,你能跟我聊几分钟吗？”  女人十分不解，男人说到：“我总也找不到她，可每次我和某个	19-09-16 14:24 来自内涵段子
平胸的好处,婆媳不和的原因	女人平胸的十大好处:①一个人比较安全；②负重少；③下楼梯因没东西挡着看得见梯级；④穿t恤不扭曲上面的图案，穿衬衣不会把扣子撑开；⑤洗澡时候少用一点沐浴露；⑥便	19-09-16 14:24 来自内涵段子
爆笑的男女之间冷幽默	周末我回家晚了，一进门老婆就审问我：“怎么7点才回家？”我说：“下午参加了一个发布会。”老婆一边翻我的包一边说：“发的是什么布？我正	19-09-16 14:24 来自内涵段子
搞笑的外国留学生。	一个外国留学生在国内学了三年的汉语，汉语说得十分流利，感觉不错，常以“中国通”自居。一天到老师家里吃饭，看到老师准备的丰盛的饭菜，留学生说：&ldqu	19-09-16 14:23 来自内涵段子
年轻人的小幽默。	一觉醒来后，妻子对丈夫说：“我刚才做了一个梦，梦见你在情人节时送给我一串珍珠项链，你说这个梦是什么意思呢？”  “今晚你就会知道的。”他丈	19-09-16 14:23 来自内涵段子
男人真够窝囊的。	一位姑娘婚后把驾辕的骡、套磨的驴、犁地的牛，甚至连看家的狗儿都卖掉了。别人问她不打算过日子了？她对人说：“现在用不着它们了，我马上要结婚了，我老公一个	19-09-16 14:23 来自内涵段子
男女之间的冷幽默。	男歌唱演员走上舞台，但观众席上只有一位妇女。他镇定地说：“今天我只为你歌唱！ ”“那得快点，我还得打扫这里的卫生呢……”	19-09-16 14:23 来自内涵段子
有趣搞笑的雷人囧事。	这是刚收到的短信： “ 爸妈，我和朋友同居被pol.ice抓住，速去邮政打5千元到xxxxxxxx李海燕警官账上放人急用，不让打电话，详情出来说 。”  我发了会楞，	19-09-16 14:23 来自内涵段子
幽默的女人聊天,约会和洗澡等笑话	海滩上，两个女人在聊天。“你最近怎么回事，瘦了这么多？”“我非常难过，我的丈夫对我不忠，找了个小情人。”“那你赶快跟他离婚呀！  &r	19-09-12 15:42 来自内涵段子
从恋爱到婚后的冷幽默	一男孩追一女孩，女孩不答应，男孩就每天给女孩发300条短信问候。一年后女孩被感动，接受了男孩的追求。女孩问男孩为什么那么执著，男孩说，中国移动下的任务！	19-09-12 15:41 来自内涵段子
幽默逗乐俏皮话。	现在你们要努力啊，要考研，硕士读完念博士，博士读完念博士后，然后再努力一把，争取跑到博士前。	19-09-12 15:41 来自内涵段子
很雷很囧小笑话.	在火车站等车，火车晚点。实在无聊，便和旁边的一个哥们聊起来了。聊了一会，火车还是没有来，于是我说现在的火车也真是的，怎么老晚点。这哥们沉思了一阵，然后极其担	19-09-12 15:41 来自内涵段子
年轻人的搞笑糗事。	有同学前去某公司面试，叫到他了，他进去坐下面试官露出诧异的表情，说：小伙子，你不要紧张啊此人说:我不紧张埃面试官又说：你真的不要紧张，只是聊聊而已，双向选择	19-09-12 15:41 来自内涵段子
搞笑的签名及小笑话	攒钱买个提款机。	19-09-12 15:40 来自内涵段子
校园与婚姻的小笑话几则	女高校长：同学们，你们处于一个堕&hellip;落的时代，你们的身边到处充满诱惑。我想问你们一个问题，用一个小时的快乐换来一生的羞辱，这合算吗？学生：校长，一个小时	19-09-12 15:40 来自内涵段子
婚恋生活里面的幽默。	因为你，我相信命运；因为你，我相信缘份；也许这一切都是上天注定，冥冥之中牵引着我俩。好想说......我上辈子是做了什么孽呀！	19-09-12 15:39 来自内涵段子
世界杯就跟看/-片一样。	基本没有中国演员，但大家在旁边依然激动不已。	19-09-12 15:38 来自内涵段子
Very搞笑的生活小笑话	老爸带五岁儿子看《建国大业》，片中老蒋对经国说：反腐败吧，亡 党，不反腐败吧，亡  国！小儿看不懂，就问老爸说：那他们为啥不把党国放冰箱呢？老爸在黑暗里憋了半	19-09-12 15:38 来自内涵段子
好笑的雷人糗事。	记得高中时候饮水机刚流行，学校为了创名声决定给每个班级配备一台，那天班主任（男）急匆匆走进班级高兴的说：“同学们，我们班的饮水机到了”，同学顺口问	19-09-12 15:38 来自内涵段子
爆笑男人笑话：叫我声姐姐我就让你上!	回想起来，那是在一年前，具体时间记不得了（这种事都能忘？），应该是个周六下午。  她父母都不在家，她家里就我们两人&hellip;&hellip;她的卧室里散发著一种淡淡的幽	19-09-12 15:38 来自内涵段子
有个性、有思想的个性签名	我说，我怎么感谢你好呢？我娶你吧！你说我，怎么可以恩将仇报呢？	19-09-12 15:38 来自内涵段子
年轻人的幽默趣事。	这天，小玲回到寝室时，发现小美一边照镜子，一边在感慨：“我每天洗脸后，又是擦面霜，又是做护理的，可脸上还是有青春痘。”小玲笑道：“那当然了！	19-09-12 15:37 来自内涵段子
婚恋生活中的糗事小笑话。	一天，丈夫外出，由于天凉，便买了身新衣服穿在身上，回到家里，看门的小狗狂吠不止，并要扑向他身上，他很生气，拿起棍子正要打狗，妻子说：“算了吧，别打它。	19-09-12 15:37 来自内涵段子
男人与女人的经典笑话。	男：“喝酒之后，你变得更美丽了。” 女：“可是我并没有喝酒埃” 男：“我知道，但是我喝了。”	19-09-12 15:37 来自内涵段子
校园和生活中的幽默小笑话	某日上佛学选修课，一方丈给大家讲学，同学们例行问了几个问题： 问：大师，这门课点名么？ 答：不点。 问：大师，这门课考试吗？ 答：不考。  问：大师，那期末的成绩	19-09-12 15:37 来自内涵段子
学生时候的爆笑糗事。	上数学课时，老师讲排列组合，其中有一种解题方法叫做“捆绑法”。数学老师说到：“今后遇到排列组合，先捆绑&hellip;&hellip;”老师话还没有说完	19-09-12 15:37 来自内涵段子
贡献一些幽默搞笑语录。	世界很大，一张床很小，床上的两个人曾经很好，却无法到老。	19-09-12 15:36 来自内涵段子
生活中的男女幽默趣事。	有一次和老公一起回老家。在路上，老公突然说：“小心点，别滑倒。”我感动得想真是太周到体贴了，这时老公又说了一句：“你太胖了，这没人扶得动！ &	19-09-12 15:36 来自内涵段子
尴尬:说话不能太简单。	暑假打工和同事玩游戏，就是边唱歌边传杯子，最后歌停时看杯子在谁那里，谁就要受罚的游戏，现场只有我和一位女同事用免洗杯喝饮料，于是就传我们两个的杯子，等到活动	19-09-12 15:36 来自内涵段子
猜谜语看幽默男女笑话。	橡胶制品就是这么简单	19-09-12 15:35 来自内涵段子
恋爱时幽默的年轻人	姑娘：“好多次，我总觉得你的个性跟我小时候一模一样。”男孩：“是吗，多有缘份，连我们性格都这么像。”姑娘：“小时候，我很喜次撒谎。	19-09-12 15:35 来自内涵段子
校园里面的女孩疯狂语录。	1.“书上说到了2050年的时候男多女少，比例严重失调。可是。。好日子咋总来地那么晚腻？” 2.“这些男人都眼里有珠，珠里无我！ ”  3.“我	19-09-12 15:34 来自内涵段子
幽默年轻人闹笑话~~	一年青牧师向老牧师请教：怎样才能吸引教民的注意力？老牧师答：你可以说：我一生中最幸福的时光是在一个女人的怀里度过的。年青牧师吃惊地看着老牧师。老牧师得意地说	19-09-12 15:34 来自内涵段子
女人与陷阱里的青蛙	一天，女人外出打高尔夫球。她把球打进了树林，就进去找，结果发现了一只困在陷阱里的青蛙。青蛙对她说，“如果你把我从这个陷阱里放出去，我就满足你三个愿望。	19-09-12 15:33 来自内涵段子
最新爆笑QQ签名	1.都说女人是衣服,姐是你们穿不起的牌子.　　2.姐从来不说人话，姐一直说的是神话。　　3.知识就像内&裤，看不见但很重要.　　4.我还没来得及去沾花惹草,就被人拔光了	19-09-12 15:33 来自内涵段子
幽默的小笑话6则。	一天，一个女大学生一个人去商场购物，出来时已经晚上十点了，公车已经停了。这时恰好她的一个男同学骑着自行车路过。  男同学对她说：“我载你回校吧。”女	19-09-12 15:33 来自内涵段子
嫁妆,幸福,代沟,自恋,无语,约会	“嫁妆”就是丈母娘给女婿的回扣。	19-09-12 15:32 来自内涵段子
放屁与性格的关系	诚实：不管响屁还是哑屁，放屁后立即主动承认。	19-09-12 15:32 来自内涵段子
眼睛大好还是眼睛小好?	眼睛是心灵的窗户,可是窗户有好有坏,这眼睛也有大有小,眼睛大好还是眼睛小好?作为小眼睛一族,我总结以下十点理由.  1.眼大无神,眼小聚光都说眼大无神,此话不假,大眼睛	19-09-11 14:20 来自内涵段子
一组经典搞笑的调侃	1.每个男人心中都有一个狐狸精.2.经营爱情就像玩游戏设定外挂的过程，不厌其烦的反复测试，反复重新设定，最后达成正果，外挂开始战斗。5.扛一面拉风的大旗，上书三个	19-09-11 14:20 来自内涵段子
一个漂亮的女孩儿	公共汽车上，一个漂亮的女孩儿正在补妆。忽然女孩敏锐地发现一个男孩儿一直在偷偷地看她。 女孩儿泼辣地说：“看什么看？没见过女孩子呀？”  男孩儿被说得	19-09-11 14:19 来自内涵段子
男女之间的小秘密	想看清一个女人的真面目, 要在她卸妆之後.想看清一个男人的真面目, 则要在跟他分手之後.想知道男人和女人的感情状况,  便要看他们付帐时的态度.当男人完全不看帐单便付	19-09-11 14:19 来自内涵段子
让人狂笑不止的青春性尴尬	初中时，一个男生想抄一个女生的作业，怕人家不同意就趁她出教室后翻人家的书包，结果翻出来有一个卫生巾，他惊讶地说：哇！好大的一个创可贴啊！    有次我单位的老大	19-09-11 14:18 来自内涵段子
幽默的男女网上聊天	男：妹妹咱见面吧！没别的意思就想请你吃顿饭。女：请我哪吃啊？什么档次？什么价位？男：只要妹妹赏脸全城饭店随你点。女：真的？不会吧？男：相信哥哥有实力。女：好	19-09-11 14:18 来自内涵段子
有趣的婚恋笑话	一个日本女人在中国上学和老公长期分居。七月份要回国了，她说：“我买了七号的机票，我要在中国的情人节那天赶回家！  ”（兴奋）老师：“你弄错了，	19-09-11 14:17 来自内涵段子
男人和女人的搞笑斗嘴	男人说：我是英雄。女人说：我是美人。结果：英雄难过美人关。	19-09-11 14:17 来自内涵段子
男人和女人的笑话	男人：“你结婚了吗？” 小姐：“还没有。” 男人：“那你有孩子了吗？”小姐大怒，拂袖而去。 男人寻思，下次不能再这样问了。  后又	19-09-11 14:16 来自内涵段子
那些尴尬的糗事...	女性好友生日，我们四个人商量零点发一条“生日快乐”给她，一人发一个字，我领到了第二个。结果，他们都没发。	19-09-11 14:16 来自内涵段子
这是所有和我有过一段的女人的姓氏首字母	我的签名：mopdzhsnrllkhqbpyry……别猜了，这是所有和我有过一段的女人的姓氏首字母！	19-09-11 14:16 来自内涵段子
不成熟男人常做的事	跟知己上床	19-09-11 14:15 来自内涵段子
不经意之间闹笑话.	一对男女朋友相约去露营。到了晚上，男子觉得荒郊野外很危险，于是就拿了一根棍子交给女友说：你拿着这根棍子自卫我到外面去守营！	19-09-11 14:15 来自内涵段子
年轻时的那些好笑事儿	晚上和mm吃饭的时候，电视里正在播《西游记》，她问：“如果让你选择，  你愿意做唐僧师徒中的哪个？”然后她就替我回答：“一定是唐僧，因为唐僧艳遇	19-09-11 14:15 来自内涵段子
大论婚恋中的男人和女人	男人常常是女人的整个世界，而女人往往只是男人的半个世界。	19-09-11 14:15 来自内涵段子
七画是男，三画是女	七画是“男”，三画是“女”，“七”加“三”才是十全十美。  体力上男人是七，女人是三；但耐力上女人是七，男人是三。所以	19-09-11 14:14 来自内涵段子
暴笑，绝版吝啬鬼	他们说我吝啬，我承认，可我也不想这样，因为我穷，而我穷的原因是因为我找不到工作，而我找不到工作的原因是因为我没有高等学历。而我没有高等学历的原因是因为我从小	19-09-11 14:14 来自内涵段子
MM在网上的搜索记录	如今的女生，无论是学化工的还是学哲学的，都要配台笔记本电脑，以示跟上时代。但是我有些疑惑，很多女生连word都不会用，她们的电脑到底用来干吗呢？前两天，因为帮m	19-09-11 14:14 来自内涵段子
男人与女人的经典定律	情人定律：男人想当女人的初恋情人；女人想做男人的最后情人。  初坠情网定律：女人姣好的长相，是使男人迅速坠入情网的“导火线”。男人的“甜言蜜语	19-09-11 14:13 来自内涵段子
日常暴笑小笑话	妈妈：你就是我们家的太后,我很是得意：什么太后啊，西太后？ 妈妈：脸皮太厚！	19-09-11 14:13 来自内涵段子
书呆子小孩子和很牛的列车员	在读书时,有个同学有段时间明显有了心事.在我们的逼迫下.他终于说了.原来有个女孩也经常在他自习那个教室自习.而且总坐在他前面.日长月久.他就渐渐喜欢上了她.而且现在	19-09-11 14:13 来自内涵段子
雷人语录-保证打得你粉碎性骨折	在街上看美女，目光高一点就是欣赏，目光低一点就是流氓。	19-09-11 14:13 来自内涵段子
暴笑精品小笑话	10则暴笑精品小笑话  1.年轻漂亮的女佣向女主人请辞：家里的人都对我好，我好为难。女主人不解。女佣羞涩：老太爷要我当续弦，老爷要我做小，少爷要带我私奔&hellip;	19-09-11 14:12 来自内涵段子
我有些不开心的事	我有些不开心的事，说出来让大家开心一下。都说，嫁人就嫁灰太狼，做人就做懒羊羊。可依然没有人嫁给我，因为我没有韩红的命，还得了韩红的玻曾有一位女子问过我：你喜	19-09-11 14:12 来自内涵段子
有趣的提问，搞笑的回答	问：请在郭敬明、韩寒中选一个喝酒聊天。理由——答：我很少跟80后男生喝酒，若选，就韩寒，郭敬明会喝酒么？郭敬明要会喝酒，酒答应么？	19-09-11 14:12 来自内涵段子
磨兽世界极品网名逗乐你	1.见过叫 “卖血玩魔兽”的 2.轻轻松松盖姚明（侏儒） 3.“划过天空的板砖”（不知道谁被拍死） 4.“幸好及时护住脸” 5.游戏中见过一	19-09-11 14:12 来自内涵段子
平安夜,感恩节,复活节.名字翻译的太好听	据说是小资文学标点原则：拿逗号当顿号使，拿句号当逗号使，叹号不淡定从来不使，省略号很深沉恨不得竖着使。	19-09-11 14:11 来自内涵段子
口误经常闹笑话,哈~~	刚才一同事看报纸问了句“昨天中国队一比几赢的?”	19-09-11 14:10 来自内涵段子
求过婚的过来领奖了哈.	1.最佳创意奖：什么时候才要把我娶回家？我房间的东西都快全搬到你家去了...... 2.最佳保健奖：今年你再不娶我，明年我就开始有恐婚症喽！  3.最佳露骨奖：让我们合法	19-09-11 14:10 来自内涵段子
加张嘴好吗？	一个周末，和男男女女几个朋友一起逛公园。 累了，就坐在一个长板凳上闲聊。突然，一朋友指着一个方向说：“看，那边在干什么？”  众人皆往那个方向看去，	19-09-06 09:54 来自内涵段子
网恋走势图	死亡                    &uarr; 没人认识死亡 &uarr;&uarr; 看帖&rarr;加楼主qqˉˉˉ│同性 &uarr;    &darr;  ／ bbs&rarr;发帖&rarr;被人加qq&rarr;聊天ˉ  ／&ua	19-09-06 09:52 来自内涵段子
